<88,47>
<60374,2>
<60392,1>
<60469,1>
<60540,3>
<60589,1>
<60739,1>
<60743,1>
<60949,2>
<60955,2>
<61007,1>
<61198,1>
<61468,1>
<61476,2>
<61598,1>
<61607,1>
<61762,10>
<61800,1>
<61894,1>
<61964,2>
<61980,1>
<62075,1>
<62334,1>
<62358,1>
<62489,5>
<62492,1>
<62620,3>
<62625,1>
<62631,1>
<62697,1>
<62705,1>
<62754,4>
<62832,3>
<62924,2>
<63006,2>
<63075,3>
<63122,1>
<63452,1>
<63454,1>
<63571,2>
<63601,9>
<63755,2>
<63904,1>
<63913,2>
<64150,1>
<64228,11>
<64233,1>
<64302,3>
<64354,4>
<64395,1>
<64417,7>
<64519,1>
<64688,1>
<64844,3>
<64948,3>
<65029,1>
<65036,2>
<65056,1>
<65358,1>
<65445,1>
<65668,1>
<65858,1>
<65915,16>
<66059,6>
<66137,1>
<66320,1>
<66464,2>
<66638,3>
<66676,2>
<66757,1>
<66765,4>
<66798,1>
<66804,2>
<66809,1>
<66956,4>
<67019,2>
<67021,1>
<67188,3>
<67277,1>
<67356,1>
<67359,1>
<67393,2>
<67628,1>
<67631,1>
<67638,3>
<67642,3>
<67906,4>
<68051,1>
<68066,3>
<68159,8>
<68296,2>
<68314,1>
<68373,3>
<68434,1>
<68689,1>
<68698,15>
<68707,2>
<68714,7>
<68857,5>
<68937,1>
<69061,10>
<69086,5>
<69105,3>
<69109,7>
<69198,4>
<69439,1>
<69504,11>
<69621,2>
<69718,1>
<69751,1>
<69830,1>
<69903,1>
<70139,3>
<70306,1>
<70454,3>
<70464,1>
<70626,1>
<70636,2>
<70653,2>
<70751,3>
<70872,4>
<70924,18>
<71036,2>
<71181,2>
<71365,2>
<71406,1>
<71528,1>
<71552,2>
<71618,2>
<71684,1>
<71820,6>
<72055,1>
<72070,7>
<72082,1>
<72546,3>
<72610,1>
<72708,1>
<72922,1>
<73116,2>
<73133,1>
<73597,1>
<73669,5>
<73859,6>
<74050,1>
<74131,5>
<74214,1>
<74251,2>
<74276,14>
<74568,1>
<74630,1>
<74704,1>
<74979,7>
<75094,1>
<75103,1>
<75168,4>
<75313,4>
<75485,3>
<75499,3>
<75679,7>
<75984,1>
<76032,6>
<76044,1>
<76093,1>
<76135,2>
<76157,3>
<76216,2>
<76269,1>
<76315,5>
<76529,1>
<76556,1>
<76600,1>
<76835,1>
<77041,1>
<77073,1>
<77097,5>
<77276,17>
<77356,1>
<77365,4>
<77397,1>
<77646,3>
<77697,2>
<77774,2>
<77797,1>
<77969,21>
<78086,1>
<78207,1>
<78331,1>
<78382,8>
<78461,1>
<78577,1>
<78670,1>
<78698,3>
<78718,3>
<78733,14>
<78939,1>
<79043,2>
<79103,2>
<79124,1>
<79126,6>
<79135,1>
<79189,29>
<79304,1>
<79745,1>
<79797,1>
<79823,5>
<80040,1>
<80098,1>
<80216,17>
<80237,1>
<80255,4>
<80449,6>
<80495,2>
<80542,1>
<81035,5>
<81215,1>
<81368,2>
<81430,3>
<81469,1>
<81726,1>
<81831,2>
<81862,3>
<81934,1>
<82161,3>
<82332,1>
<82381,7>
<82664,1>
<82995,1>
<83028,2>
<83213,3>
<83323,1>
<83357,1>
<83423,1>
<83464,1>
<83494,3>
<83521,6>
<83624,1>
<83708,1>
<83843,1>
<83926,4>
<84206,1>
<84552,1>
<84624,1>
<84970,1>
<85023,3>
<85039,1>
<85066,5>
<85149,5>
<85160,2>
<85282,1>
<85402,2>
<85484,2>
<85698,1>
<85708,1>
<85739,1>
<85741,1>
<85759,1>
<85775,1>
<85894,1>
<86104,1>
<86127,21>
<86143,3>
<86189,2>
<86408,1>
<86413,5>
<86441,7>
<86784,3>
<86909,2>
<86923,3>
<87042,1>
<87372,1>
<87424,1>
<87457,20>
<87513,3>
<87703,1>
<87814,2>
<87861,1>
<88120,1>
<88245,2>
<88306,25>
<88311,14>
<88499,1>
<88854,5>
<88873,2>
<88944,1>
<89070,4>
<89247,1>
<89249,1>
<89277,1>
<89698,1>
<89766,4>
<89978,1>
<90070,7>
<90129,1>
<90135,1>
<90207,4>
<90462,2>
<90472,1>
<90495,1>
<90506,1>
<90686,1>
<90695,1>
<90872,1>
<90889,1>
<90912,1>
<91122,2>
<91151,1>
<91290,47>
<91318,2>
<91341,8>
<91418,37>
<91588,1>
<91609,1>
<91648,4>
<91712,1>
<91730,6>
<91829,1>
<91833,1>
<91909,1>
<92003,1>
<92138,2>
<92258,1>
<92295,1>
<92299,1>
<92318,2>
<92456,1>
<92654,3>
<92716,1>
<92745,3>
<92750,1>
<92994,1>
<93093,3>
<93139,10>
<93264,3>
<93317,1>
<93897,1>
<93917,3>
<93954,1>
<94127,2>
<94360,1>
<94560,3>
<94634,2>
<94843,1>
<94946,8>
<95149,2>
<95246,3>
<95358,1>
<95401,17>
<95824,1>
<96123,6>
<96224,1>
<96544,5>
<96721,1>
<96923,1>
<96953,1>
<97036,1>
<97260,5>
<97381,1>
<97404,1>
<97415,1>
<97519,1>
<97546,5>
<97631,1>
<97646,1>
<97762,1>
<97781,1>
<97833,2>
<97971,1>
<98146,1>
<98184,1>
<98415,2>
<98421,1>
<98511,1>
<98574,2>
<98706,4>
<98712,1>
<98777,1>
<98826,4>
<99010,4>
<99206,2>
<99284,1>
<99309,4>
<99325,1>
<99447,2>
<99477,1>
<99735,1>
<99838,2>
<99930,1>
<99955,3>
<99979,4>
<100045,8>
<100138,2>
<100220,1>
<100240,16>
<100320,2>
<100391,3>
<100606,2>
<100630,1>
<100866,1>
<100867,1>
<101016,5>
<101299,4>
<101383,1>
<101521,1>
<101601,3>
<101691,3>
