<88,54>
<93917,2>
<93954,2>
<94035,1>
<94634,2>
<94742,1>
<94796,1>
<94944,1>
<94946,5>
<95000,1>
<95383,1>
<95510,1>
<95791,1>
<96070,1>
<96387,1>
<96621,2>
<96739,2>
<96838,2>
<96863,2>
<96900,1>
<96910,1>
<97029,2>
<97144,1>
<97160,1>
<97282,2>
<97381,9>
<97546,1>
<98021,1>
<98146,2>
<98159,1>
<98184,2>
<98271,1>
<98415,1>
<98563,2>
<98706,1>
<98713,1>
<99006,1>
<99010,1>
<99309,7>
<99347,1>
<99477,7>
<99574,2>
<99979,10>
<100045,1>
<100240,4>
<100516,1>
<100606,4>
<100830,1>
<100869,1>
<100889,1>
<101144,1>
<101299,1>
<101601,1>
<101711,4>
