<88,45>
<44730,1>
<45117,2>
<45382,2>
<45403,1>
<45566,1>
<45595,1>
<46210,8>
<46238,3>
<46533,8>
<46545,1>
<46611,1>
<46788,2>
<47035,1>
<47058,1>
<47171,2>
<47179,1>
<47533,12>
<47680,1>
<47750,10>
<47815,1>
<48086,2>
<48218,1>
<48259,1>
<48426,2>
<48518,2>
<48966,1>
<49156,1>
<49409,3>
<49581,1>
<49586,1>
<49651,1>
<50010,2>
<50034,3>
<50100,1>
<50147,1>
<50201,1>
<50361,1>
<50549,1>
<50611,1>
<50672,2>
<50743,1>
<50766,2>
<50949,1>
<51137,1>
<51190,1>
<51302,1>
<51606,1>
<51644,1>
<51877,2>
<52004,3>
<52060,1>
<52087,3>
<52321,1>
<52607,4>
<52631,2>
<52895,1>
<52940,1>
<53213,1>
<53479,1>
<53730,2>
<53750,1>
<53855,3>
<53882,3>
<54069,1>
<54180,1>
<54192,1>
<54244,2>
<54474,2>
<54480,4>
<54504,1>
<54634,2>
<54704,2>
<54822,1>
<54947,3>
<54975,2>
<55417,1>
<55428,17>
<55435,7>
<55832,2>
<55963,1>
<56582,1>
<56628,2>
<56631,1>
<57555,2>
<57649,35>
<57830,2>
<57972,1>
<58078,1>
<58107,1>
<58223,1>
<58617,1>
<58642,3>
<58731,1>
<59002,1>
<59045,1>
<59110,4>
<59147,12>
<59348,2>
<59373,2>
<59532,1>
<59600,1>
<59660,1>
<59674,1>
<59914,1>
<60005,1>
<60126,1>
<60374,2>
<60407,3>
<60540,1>
<60589,2>
<60594,1>
<60613,1>
<60882,2>
<60955,6>
<61575,1>
<61762,1>
<61964,2>
<62012,2>
<62123,3>
<62190,1>
<62487,1>
<62489,7>
<62499,3>
<62631,1>
<62705,1>
<63006,1>
<63454,1>
<63601,2>
<63733,1>
<63755,2>
<63776,2>
<63902,1>
<63913,1>
<64150,1>
<64302,5>
<64417,2>
<64844,1>
<65358,1>
<65503,1>
<65590,4>
<65915,2>
<65957,1>
<66003,1>
<66320,1>
<66435,2>
<66464,2>
<66638,1>
<66956,3>
<67046,1>
<67188,6>
<67359,2>
<67393,3>
<67638,3>
<67906,1>
<68066,6>
<68296,1>
<68368,1>
<68373,2>
<68434,1>
<68521,2>
<68698,1>
<68857,2>
<68950,1>
<69061,1>
<69086,3>
<69105,1>
<69195,2>
<69499,1>
<69504,3>
<69666,1>
<69694,1>
<69797,1>
<70139,13>
<70342,1>
<70653,1>
<70721,1>
<70872,2>
<70924,5>
<71170,1>
<71406,1>
<71526,3>
<71552,1>
<71820,7>
<71972,1>
<72724,1>
<73060,3>
<73116,1>
<73372,1>
<73597,1>
<73622,1>
<73669,2>
<74050,1>
<74131,3>
<74780,3>
<74786,2>
<74787,1>
<75031,1>
<75162,1>
<75485,1>
<75499,1>
<75995,1>
<76036,4>
<76044,2>
<76090,1>
<76249,4>
<76821,1>
<76941,2>
<77063,2>
<77097,1>
<77111,1>
<77248,1>
<77276,4>
<77646,8>
<77873,1>
<77969,9>
<78378,1>
<78411,1>
<78577,1>
<78698,1>
<78733,21>
<78815,1>
<78893,1>
<78990,1>
<79287,4>
<79288,1>
<79557,3>
<79632,4>
<79764,3>
<79797,2>
<79869,1>
<79993,1>
<80027,1>
<80098,1>
<80465,2>
<80542,1>
<80970,1>
<81035,2>
<81139,2>
<81196,1>
<81215,1>
<81218,2>
<81969,2>
<82275,1>
<82314,1>
<83175,1>
<83325,1>
<83357,1>
<83445,1>
<83521,3>
<83803,1>
<84097,1>
<84108,1>
<84390,1>
<84536,1>
<84809,4>
<85023,2>
<85066,1>
<85158,2>
<85402,1>
<85459,14>
<85503,3>
<85618,2>
<85698,1>
<85740,7>
<85775,8>
<85787,16>
<86127,2>
<86203,1>
<86916,2>
<87042,7>
<87301,1>
<87488,3>
<87513,6>
<87649,1>
<88108,1>
<88306,8>
<88394,1>
<88416,5>
<88544,1>
<88658,1>
<88803,1>
<88854,1>
<88943,1>
<89247,1>
<89285,1>
<89326,2>
<89434,1>
<89673,1>
<89766,1>
<90155,1>
<90426,1>
<90623,2>
<90730,2>
<90906,1>
<91215,1>
<91290,1>
<91446,1>
<91841,3>
<92258,1>
<92513,3>
<92750,1>
<93055,1>
<93139,5>
<93317,1>
<93917,3>
<94011,2>
<94256,2>
<94382,2>
<94634,1>
<94742,1>
<94830,1>
<95000,1>
<95063,3>
<95333,1>
<95682,1>
<95895,1>
<96124,1>
<96739,8>
<97144,1>
<97187,1>
<97249,4>
<97260,2>
<97739,1>
<98146,1>
<98414,2>
<98622,1>
<98644,1>
<98706,1>
<98905,1>
<99010,1>
<99176,1>
<99309,8>
<99352,4>
<99477,5>
<99578,1>
<99979,2>
<100047,1>
<100219,1>
<100240,1>
<100291,1>
<100320,1>
<101071,8>
<101231,1>
<101299,2>
<101351,1>
<101503,1>
<101601,1>
